Project;Network;Activity;Customer;WBS;Opr. short text;PM;TL;Latest Start Date;Latest Start Week;Latest Finish Date;Latest Finish Week;Activity Code;Original Finish Date;Latest Finish Day;Activity Description;Actual work;Work;Work Center;WBS Type
P.0026123;P.0026123;0690;PASTISART S.A.;P.0026123.02.023;ENG URM_TU TURNING PINS;H.S. Breider;G. Fransen/G.M. Verwaal;20250321;12;20250328;13;EN;20250221;Friday;Engineering;                                                                                              2.500;                                                                                                0.2;110PAS;02
P.0026123;P.0026123;0697;PASTISART S.A.;P.0026123.02.024;ENG URM_TB TRANSFER CONVEYOR LEWW1200;H.S. Breider;G. Fransen/G.M. Verwaal;20250306;10;20250325;13;EN;20250221;Tuesday;Engineering;                                                                                             45.190;                                                                                               61.6;110PAS;61
P.0026123;P.0026123;0704;PASTISART S.A.;P.0026123.02.025;ENG URM_TB UNIVERSAL SPREADING CONVEYOR;H.S. Breider;G. Fransen/G.M. Verwaal;20250321;12;20250403;14;EN;20250221;Thursday;Engineering;                                                                                              1.500;                                                                                               28.8;110PAS;61
P.0026123;P.0026123;0710;PASTISART S.A.;P.0026123.02.901;Eng Mechanical overall;H.S. Breider;G. Fransen/G.M. Verwaal;20241108;45;20251017;42;EM;20250822;Friday;Engineering Mechanical;                                                                                             20.080;                                                                                               45.2;110PAS;EM
P.0026123;P.0026123;0717;PASTISART S.A.;P.0026123.02.901.001;ENG ILC ENG Mechanical (Overall);H.S. Breider;G. Fransen/G.M. Verwaal;20241108;45;20251128;48;IM;20251120;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026123;P.0026123;0718;PASTISART S.A.;P.0026123.02.902;Eng SW Development;H.S. Breider;G. Fransen/G.M. Verwaal;20241108;45;20250822;34;SD;20250627;Friday;Engineering Software;                                                                                             30.170;                                                                                              142.1;130;SD
P.0026123;P.0026123;0725;PASTISART S.A.;P.0026123.02.906;Eng SW Testing;H.S. Breider;G. Fransen/G.M. Verwaal;20250908;37;20250926;39;ST;20250801;Friday;S.W. Testing;                                                                                              0.000;                                                                                              125.5;140;ST
P.0026123;P.0026123;0734;PASTISART S.A.;P.0026123.02.912;ENG URM_CO CONTROLS CRM;H.S. Breider;G. Fransen/G.M. Verwaal;20250314;11;20250418;16;EN;20250221;Friday;Engineering;                                                                                              2.000;                                                                                              136.5;120;CH
P.0026123;P.0026123;0736;PASTISART S.A.;P.0026123.02.912;ENG Safety PLC Testing URM_CO CONTROLS C;H.S. Breider;G. Fransen/G.M. Verwaal;20250908;37;20250926;39;HT;20250801;Friday;Hardware Testing;                                                                                              0.000;                                                                                               13.7;120;CH
P.0026123;P.0026123;0740;PASTISART S.A.;P.0026123.02.913;ENG URM_ME CABLE TRUNKING & HMI HOUSING;H.S. Breider;G. Fransen/G.M. Verwaal;20250313;11;20250328;13;EN;20250221;Friday;Engineering;                                                                                              0.000;                                                                                               45.6;110PAS;CT
P.0026123;P.0026123;0774;PASTISART S.A.;P.0026123.03.001;ENG URM_TB TRANSFER CONVEYOR LEWW1200;H.S. Breider;G. Fransen/G.M. Verwaal;20250327;13;20250415;16;EN;20250311;Tuesday;Engineering;                                                                                             22.000;                                                                                               49.7;110PAS;01
P.0026123;P.0026123;0781;PASTISART S.A.;P.0026123.03.002;ENG URM_TB TRANSFER CONVEYOR LEWW1200;H.S. Breider;G. Fransen/G.M. Verwaal;20250402;14;20250415;16;EN;20250311;Tuesday;Engineering;                                                                                              0.000;                                                                                               36.2;110PAS;01
P.0026123;P.0026123;0788;PASTISART S.A.;P.0026123.03.003;ENG URM_TB MAIN CONVEYOR;H.S. Breider;G. Fransen/G.M. Verwaal;20250321;12;20250415;16;EN;20250311;Tuesday;Engineering;                                                                                             12.110;                                                                                               72.0;110PAS;05
P.0026123;P.0026123;0795;PASTISART S.A.;P.0026123.03.004;ENG URM_SI FLOUR SIFTER;H.S. Breider;G. Fransen/G.M. Verwaal;20250410;15;20250417;16;EN;20250310;Thursday;Engineering;                                                                                              0.000;                                                                                                1.1;110PAS;61
P.0026123;P.0026123;0821;PASTISART S.A.;P.0026123.03.008;ENG URM_DR SIDE TRIM REMOVAL BELTS;H.S. Breider;G. Fransen/G.M. Verwaal;20250408;15;20250415;16;EN;20250311;Tuesday;Engineering;                                                                                              0.000;                                                                                                0.2;110PAS;01
P.0026123;P.0026123;0828;PASTISART S.A.;P.0026123.03.009;ENG URM_DR DOUGH RETURN CROSS DISCH;H.S. Breider;G. Fransen/G.M. Verwaal;20250408;15;20250415;16;EN;20250311;Tuesday;Engineering;                                                                                              0.000;                                                                                                1.9;110PAS;01
P.0026123;P.0026123;0842;PASTISART S.A.;P.0026123.03.012;ENG URM_DP NOZZLE BRIDGE STAND-ALONE;H.S. Breider;G. Fransen/G.M. Verwaal;20250404;14;20250415;16;EN;20250311;Tuesday;Engineering;                                                                                              0.000;                                                                                               14.4;110PAS;02
